Register;Field;Typ;Accuracy;Unit;Min;Max;Read
14EA;HistoryEventList_dH27;U16;;;;;R
14EB;HistoryEventList_ms27;U16;;;;;R
14EC;HistoryEventList_ID28;U16;;;;;R
14ED;HistoryEventList_yM28;U16;;;;;R
14EE;HistoryEventList_dH28;U16;;;;;R
14EF;HistoryEventList_ms28;U16;;;;;R
14F0;HistoryEventList_ID29;U16;;;;;R
14F1;HistoryEventList_yM29;U16;;;;;R
14F2;HistoryEventList_dH29;U16;;;;;R
14F3;HistoryEventList_ms29;U16;;;;;R
14F4;HistoryEventList_ID30;U16;;;;;R
14F5;HistoryEventList_yM30;U16;;;;;R
14F6;HistoryEventList_dH30;U16;;;;;R
14F7;HistoryEventList_ms30;U16;;;;;R
14F8;HistoryEventList_ID31;U16;;;;;R
14F9;HistoryEventList_yM31;U16;;;;;R
14FA;HistoryEventList_dH31;U16;;;;;R
14FB;HistoryEventList_ms31;U16;;;;;R
14FC;HistoryEventList_ID32;U16;;;;;R
14FD;HistoryEventList_yM32;U16;;;;;R
14FE;HistoryEventList_dH32;U16;;;;;R
14FF;HistoryEventList_ms32;U16;;;;;R
1500;HistoryEventList_ID33;U16;;;;;R
1501;HistoryEventList_yM33;U16;;;;;R
1502;HistoryEventList_dH33;U16;;;;;R
1503;HistoryEventList_ms33;U16;;;;;R
1504;HistoryEventList_ID34;U16;;;;;R
1505;HistoryEventList_yM34;U16;;;;;R
1506;HistoryEventList_dH34;U16;;;;;R
1507;HistoryEventList_ms34;U16;;;;;R
1508;HistoryEventList_ID35;U16;;;;;R
1509;HistoryEventList_yM35;U16;;;;;R
150A;HistoryEventList_dH35;U16;;;;;R
150B;HistoryEventList_ms35;U16;;;;;R
150C;HistoryEventList_ID36;U16;;;;;R
150D;HistoryEventList_yM36;U16;;;;;R
150E;HistoryEventList_dH36;U16;;;;;R
150F;HistoryEventList_ms36;U16;;;;;R
1510;HistoryEventList_ID37;U16;;;;;R
1511;HistoryEventList_yM37;U16;;;;;R
1512;HistoryEventList_dH37;U16;;;;;R
1513;HistoryEventList_ms37;U16;;;;;R
1514;HistoryEventList_ID38;U16;;;;;R
1515;HistoryEventList_yM38;U16;;;;;R
1516;HistoryEventList_dH38;U16;;;;;R
1517;HistoryEventList_ms38;U16;;;;;R
1518;HistoryEventList_ID39;U16;;;;;R
1519;HistoryEventList_yM39;U16;;;;;R
151A;HistoryEventList_dH39;U16;;;;;R
151B;HistoryEventList_ms39;U16;;;;;R
151C;HistoryEventList_ID40;U16;;;;;R
151D;HistoryEventList_yM40;U16;;;;;R
151E;HistoryEventList_dH40;U16;;;;;R
151F;HistoryEventList_ms40;U16;;;;;R
1520;HistoryEventList_ID41;U16;;;;;R
1521;HistoryEventList_yM41;U16;;;;;R
1522;HistoryEventList_dH41;U16;;;;;R
1523;HistoryEventList_ms41;U16;;;;;R
1524;HistoryEventList_ID42;U16;;;;;R
1525;HistoryEventList_yM42;U16;;;;;R
1526;HistoryEventList_dH42;U16;;;;;R
1527;HistoryEventList_ms42;U16;;;;;R
1528;HistoryEventList_ID43;U16;;;;;R
1529;HistoryEventList_yM43;U16;;;;;R
152A;HistoryEventList_dH43;U16;;;;;R
152B;HistoryEventList_ms43;U16;;;;;R
152C;HistoryEventList_ID44;U16;;;;;R
152D;HistoryEventList_yM44;U16;;;;;R
152E;HistoryEventList_dH44;U16;;;;;R
152F;HistoryEventList_ms44;U16;;;;;R
1530;HistoryEventList_ID45;U16;;;;;R
1531;HistoryEventList_yM45;U16;;;;;R
1532;HistoryEventList_dH45;U16;;;;;R
1533;HistoryEventList_ms45;U16;;;;;R
1534;HistoryEventList_ID46;U16;;;;;R
1535;HistoryEventList_yM46;U16;;;;;R
1536;HistoryEventList_dH46;U16;;;;;R
1537;HistoryEventList_ms46;U16;;;;;R
1538;HistoryEventList_ID47;U16;;;;;R
1539;HistoryEventList_yM47;U16;;;;;R
153A;HistoryEventList_dH47;U16;;;;;R
153B;HistoryEventList_ms47;U16;;;;;R
153C;HistoryEventList_ID48;U16;;;;;R
153D;HistoryEventList_yM48;U16;;;;;R
153E;HistoryEventList_dH48;U16;;;;;R
153F;HistoryEventList_ms48;U16;;;;;R
1540;HistoryEventList_ID49;U16;;;;;R
1541;HistoryEventList_yM49;U16;;;;;R
1542;HistoryEventList_dH49;U16;;;;;R
1543;HistoryEventList_ms49;U16;;;;;R
1544;HistoryEventList_ID50;U16;;;;;R
1545;HistoryEventList_yM50;U16;;;;;R
1546;HistoryEventList_dH50;U16;;;;;R
1547;HistoryEventList_ms50;U16;;;;;R
1548;HistoryEventList_ID51;U16;;;;;R
1549;HistoryEventList_yM51;U16;;;;;R
154A;HistoryEventList_dH51;U16;;;;;R
154B;HistoryEventList_ms51;U16;;;;;R
154C;HistoryEventList_ID52;U16;;;;;R
154D;HistoryEventList_yM52;U16;;;;;R
154E;HistoryEventList_dH52;U16;;;;;R
154F;HistoryEventList_ms52;U16;;;;;R
1550;HistoryEventList_ID53;U16;;;;;R
1551;HistoryEventList_yM53;U16;;;;;R
1552;HistoryEventList_dH53;U16;;;;;R
1553;HistoryEventList_ms53;U16;;;;;R
1554;HistoryEventList_ID54;U16;;;;;R
1555;HistoryEventList_yM54;U16;;;;;R
1556;HistoryEventList_dH54;U16;;;;;R
1557;HistoryEventList_ms54;U16;;;;;R
1558;HistoryEventList_ID55;U16;;;;;R
1559;HistoryEventList_yM55;U16;;;;;R
155A;HistoryEventList_dH55;U16;;;;;R
155B;HistoryEventList_ms55;U16;;;;;R
155C;HistoryEventList_ID56;U16;;;;;R
155D;HistoryEventList_yM56;U16;;;;;R
155E;HistoryEventList_dH56;U16;;;;;R
155F;HistoryEventList_ms56;U16;;;;;R
1560;HistoryEventList_ID57;U16;;;;;R
1561;HistoryEventList_yM57;U16;;;;;R
1562;HistoryEventList_dH57;U16;;;;;R
1563;HistoryEventList_ms57;U16;;;;;R
1564;HistoryEventList_ID58;U16;;;;;R
1565;HistoryEventList_yM58;U16;;;;;R
1566;HistoryEventList_dH58;U16;;;;;R
1567;HistoryEventList_ms58;U16;;;;;R
1568;HistoryEventList_ID59;U16;;;;;R
1569;HistoryEventList_yM59;U16;;;;;R
156A;HistoryEventList_dH59;U16;;;;;R
156B;HistoryEventList_ms59;U16;;;;;R
156C;HistoryEventList_ID60;U16;;;;;R
156D;HistoryEventList_yM60;U16;;;;;R
156E;HistoryEventList_dH60;U16;;;;;R
156F;HistoryEventList_ms60;U16;;;;;R
1570;HistoryEventList_ID61;U16;;;;;R
1571;HistoryEventList_yM61;U16;;;;;R
1572;HistoryEventList_dH61;U16;;;;;R
1573;HistoryEventList_ms61;U16;;;;;R
1574;HistoryEventList_ID62;U16;;;;;R
1575;HistoryEventList_yM62;U16;;;;;R
1576;HistoryEventList_dH62;U16;;;;;R
1577;HistoryEventList_ms62;U16;;;;;R
1578;HistoryEventList_ID63;U16;;;;;R
1579;HistoryEventList_yM63;U16;;;;;R
157A;HistoryEventList_dH63;U16;;;;;R
157B;HistoryEventList_ms63;U16;;;;;R
157C;HistoryEventList_ID64;U16;;;;;R
157D;HistoryEventList_yM64;U16;;;;;R
157E;HistoryEventList_dH64;U16;;;;;R
157F;HistoryEventList_ms64;U16;;;;;R
1580;HistoryEventList_ID65;U16;;;;;R
1581;HistoryEventList_yM65;U16;;;;;R
1582;HistoryEventList_dH65;U16;;;;;R
1583;HistoryEventList_ms65;U16;;;;;R
1584;HistoryEventList_ID66;U16;;;;;R
1585;HistoryEventList_yM66;U16;;;;;R
1586;HistoryEventList_dH66;U16;;;;;R
1587;HistoryEventList_ms66;U16;;;;;R
1588;HistoryEventList_ID67;U16;;;;;R
1589;HistoryEventList_yM67;U16;;;;;R
158A;HistoryEventList_dH67;U16;;;;;R
158B;HistoryEventList_ms67;U16;;;;;R
158C;HistoryEventList_ID68;U16;;;;;R
158D;HistoryEventList_yM68;U16;;;;;R
158E;HistoryEventList_dH68;U16;;;;;R
158F;HistoryEventList_ms68;U16;;;;;R
1590;HistoryEventList_ID69;U16;;;;;R
1591;HistoryEventList_yM69;U16;;;;;R
1592;HistoryEventList_dH69;U16;;;;;R
1593;HistoryEventList_ms69;U16;;;;;R
1594;HistoryEventList_ID70;U16;;;;;R
1595;HistoryEventList_yM70;U16;;;;;R
1596;HistoryEventList_dH70;U16;;;;;R
1597;HistoryEventList_ms70;U16;;;;;R
1598;HistoryEventList_ID71;U16;;;;;R
1599;HistoryEventList_yM71;U16;;;;;R
159A;HistoryEventList_dH71;U16;;;;;R
159B;HistoryEventList_ms71;U16;;;;;R
159C;HistoryEventList_ID72;U16;;;;;R
159D;HistoryEventList_yM72;U16;;;;;R
159E;HistoryEventList_dH72;U16;;;;;R
159F;HistoryEventList_ms72;U16;;;;;R
15A0;HistoryEventList_ID73;U16;;;;;R
15A1;HistoryEventList_yM73;U16;;;;;R
15A2;HistoryEventList_dH73;U16;;;;;R
15A3;HistoryEventList_ms73;U16;;;;;R
15A4;HistoryEventList_ID74;U16;;;;;R
15A5;HistoryEventList_yM74;U16;;;;;R
15A6;HistoryEventList_dH74;U16;;;;;R
15A7;HistoryEventList_ms74;U16;;;;;R
15A8;HistoryEventList_ID75;U16;;;;;R
15A9;HistoryEventList_yM75;U16;;;;;R
15AA;HistoryEventList_dH75;U16;;;;;R
15AB;HistoryEventList_ms75;U16;;;;;R
15AC;HistoryEventList_ID76;U16;;;;;R
15AD;HistoryEventList_yM76;U16;;;;;R
15AE;HistoryEventList_dH76;U16;;;;;R
15AF;HistoryEventList_ms76;U16;;;;;R
15B0;HistoryEventList_ID77;U16;;;;;R
15B1;HistoryEventList_yM77;U16;;;;;R
15B2;HistoryEventList_dH77;U16;;;;;R
15B3;HistoryEventList_ms77;U16;;;;;R
15B4;HistoryEventList_ID78;U16;;;;;R
15B5;HistoryEventList_yM78;U16;;;;;R
15B6;HistoryEventList_dH78;U16;;;;;R
15B7;HistoryEventList_ms78;U16;;;;;R
15B8;HistoryEventList_ID79;U16;;;;;R
15B9;HistoryEventList_yM79;U16;;;;;R
15BA;HistoryEventList_dH79;U16;;;;;R
15BB;HistoryEventList_ms79;U16;;;;;R
15BC;HistoryEventList_ID80;U16;;;;;R
15BD;HistoryEventList_yM80;U16;;;;;R
15BE;HistoryEventList_dH80;U16;;;;;R
15BF;HistoryEventList_ms80;U16;;;;;R
15C0;HistoryEventList_ID81;U16;;;;;R
15C1;HistoryEventList_yM81;U16;;;;;R
15C2;HistoryEventList_dH81;U16;;;;;R
15C3;HistoryEventList_ms81;U16;;;;;R
15C4;HistoryEventList_ID82;U16;;;;;R
15C5;HistoryEventList_yM82;U16;;;;;R
15C6;HistoryEventList_dH82;U16;;;;;R
15C7;HistoryEventList_ms82;U16;;;;;R
15C8;HistoryEventList_ID83;U16;;;;;R
15C9;HistoryEventList_yM83;U16;;;;;R
15CA;HistoryEventList_dH83;U16;;;;;R
15CB;HistoryEventList_ms83;U16;;;;;R
15CC;HistoryEventList_ID84;U16;;;;;R
15CD;HistoryEventList_yM84;U16;;;;;R
15CE;HistoryEventList_dH84;U16;;;;;R
15CF;HistoryEventList_ms84;U16;;;;;R
15D0;HistoryEventList_ID85;U16;;;;;R
15D1;HistoryEventList_yM85;U16;;;;;R
15D2;HistoryEventList_dH85;U16;;;;;R
15D3;HistoryEventList_ms85;U16;;;;;R
15D4;HistoryEventList_ID86;U16;;;;;R
15D5;HistoryEventList_yM86;U16;;;;;R
15D6;HistoryEventList_dH86;U16;;;;;R
15D7;HistoryEventList_ms86;U16;;;;;R
15D8;HistoryEventList_ID87;U16;;;;;R
15D9;HistoryEventList_yM87;U16;;;;;R
15DA;HistoryEventList_dH87;U16;;;;;R
15DB;HistoryEventList_ms87;U16;;;;;R
15DC;HistoryEventList_ID88;U16;;;;;R
15DD;HistoryEventList_yM88;U16;;;;;R
15DE;HistoryEventList_dH88;U16;;;;;R
15DF;HistoryEventList_ms88;U16;;;;;R
15E0;HistoryEventList_ID89;U16;;;;;R
15E1;HistoryEventList_yM89;U16;;;;;R
15E2;HistoryEventList_dH89;U16;;;;;R
15E3;HistoryEventList_ms89;U16;;;;;R
15E4;HistoryEventList_ID90;U16;;;;;R
15E5;HistoryEventList_yM90;U16;;;;;R
15E6;HistoryEventList_dH90;U16;;;;;R
15E7;HistoryEventList_ms90;U16;;;;;R
15E8;HistoryEventList_ID91;U16;;;;;R
15E9;HistoryEventList_yM91;U16;;;;;R
15EA;HistoryEventList_dH91;U16;;;;;R
15EB;HistoryEventList_ms91;U16;;;;;R
15EC;HistoryEventList_ID92;U16;;;;;R
15ED;HistoryEventList_yM92;U16;;;;;R
15EE;HistoryEventList_dH92;U16;;;;;R
15EF;HistoryEventList_ms92;U16;;;;;R
15F0;HistoryEventList_ID93;U16;;;;;R
15F1;HistoryEventList_yM93;U16;;;;;R
15F2;HistoryEventList_dH93;U16;;;;;R
15F3;HistoryEventList_ms93;U16;;;;;R
15F4;HistoryEventList_ID94;U16;;;;;R
15F5;HistoryEventList_yM94;U16;;;;;R
15F6;HistoryEventList_dH94;U16;;;;;R
15F7;HistoryEventList_ms94;U16;;;;;R
15F8;HistoryEventList_ID95;U16;;;;;R
15F9;HistoryEventList_yM95;U16;;;;;R
15FA;HistoryEventList_dH95;U16;;;;;R
15FB;HistoryEventList_ms95;U16;;;;;R
15FC;HistoryEventList_ID96;U16;;;;;R
15FD;HistoryEventList_yM96;U16;;;;;R
15FE;HistoryEventList_dH96;U16;;;;;R
15FF;HistoryEventList_ms96;U16;;;;;R
1600;HistoryEventList_ID97;U16;;;;;R
1601;HistoryEventList_yM97;U16;;;;;R
1602;HistoryEventList_dH97;U16;;;;;R
1603;HistoryEventList_ms97;U16;;;;;R
1604;HistoryEventList_ID98;U16;;;;;R
1605;HistoryEventList_yM98;U16;;;;;R
1606;HistoryEventList_dH98;U16;;;;;R
1607;HistoryEventList_ms98;U16;;;;;R
1608;HistoryEventList_ID99;U16;;;;;R
1609;HistoryEventList_yM99;U16;;;;;R
160A;HistoryEventList_dH99;U16;;;;;R
160B;HistoryEventList_ms99;U16;;;;;R
160C;HistoryEventList_ID100;U16;;;;;R
160D;HistoryEventList_yM100;U16;;;;;R
160E;HistoryEventList_dH100;U16;;;;;R
160F;HistoryEventList_ms100;U16;;;;;R
1610;EnergyStatistics1;U32;0,01;kWh;;;R
1611;;;;;;;
1612;EnergyStatistics2;U32;0,01;kWh;;;R
1613;;;;;;;
1614;EnergyStatistics3;U32;0,01;kWh;;;R
1615;;;;;;;
1616;EnergyStatistics4;U32;0,01;kWh;;;R
1617;;;;;;;
1618;EnergyStatistics5;U32;0,01;kWh;;;R
1619;;;;;;;
161A;EnergyStatistics6;U32;0,01;kWh;;;R
161B;;;;;;;
161C;EnergyStatistics7;U32;0,01;kWh;;;R
161D;;;;;;;
161E;EnergyStatistics8;U32;0,01;kWh;;;R
161F;;;;;;;
1620;EnergyStatistics9;U32;0,01;kWh;;;R
1621;;;;;;;
1622;EnergyStatistics10;U32;0,01;kWh;;;R
1623;;;;;;;
1624;EnergyStatistics11;U32;0,01;kWh;;;R
1625;;;;;;;
1626;EnergyStatistics12;U32;0,01;kWh;;;R
1627;;;;;;;
1628;EnergyStatistics13;U32;0,01;kWh;;;R
1629;;;;;;;
162A;EnergyStatistics14;U32;0,01;kWh;;;R
162B;;;;;;;
162C;EnergyStatistics15;U32;0,01;kWh;;;R
162D;;;;;;;
162E;EnergyStatistics16;U32;0,01;kWh;;;R
162F;;;;;;;
1630;EnergyStatistics17;U32;0,01;kWh;;;R
1631;;;;;;;
1632;EnergyStatistics18;U32;0,01;kWh;;;R
1633;;;;;;;
1634;EnergyStatistics19;U32;0,01;kWh;;;R
1635;;;;;;;
1636;EnergyStatistics20;U32;0,01;kWh;;;R
1637;;;;;;;
1638;EnergyStatistics21;U32;0,01;kWh;;;R
1639;;;;;;;
163A;EnergyStatistics22;U32;0,01;kWh;;;R
163B;;;;;;;
163C;EnergyStatistics23;U32;0,01;kWh;;;R
163D;;;;;;;
163E;EnergyStatistics24;U32;0,01;kWh;;;R
163F;;;;;;;
1640;EnergyStatistics25;U32;0,01;kWh;;;R
1641;;;;;;;
1642;EnergyStatistics26;U32;0,01;kWh;;;R
1643;;;;;;;
1644;EnergyStatistics27;U32;0,01;kWh;;;R
1645;;;;;;;
1646;EnergyStatistics28;U32;0,01;kWh;;;R
1647;;;;;;;
1648;EnergyStatistics29;U32;0,01;kWh;;;R
1649;;;;;;;
164A;EnergyStatistics30;U32;0,01;kWh;;;R
164B;;;;;;;
164C;EnergyStatistics31;U32;0,01;kWh;;;R
164D;;;;;;;
164E;EnergyStatistics32;U32;0,01;kWh;;;R
164F;;;;;;;
1650;EnergyStatistics33;U32;0,01;kWh;;;R
1651;;;;;;;
1652;EnergyStatistics34;U32;0,01;kWh;;;R
1653;;;;;;;
1654;EnergyStatistics35;U32;0,01;kWh;;;R
1655;;;;;;;
1656;EnergyStatistics36;U32;0,01;kWh;;;R
1657;;;;;;;
1658;EnergyStatistics37;U32;0,01;kWh;;;R
1659;;;;;;;
165A;EnergyStatistics38;U32;0,01;kWh;;;R
165B;;;;;;;
165C;EnergyStatistics39;U32;0,01;kWh;;;R
165D;;;;;;;
165E;EnergyStatistics40;U32;0,01;kWh;;;R
165F;;;;;;;
2000;AddressMask_Config_Core1;U64;;;;;R
2001;;;;;;;
2002;;;;;;;
2003;;;;;;;
2004;Country_Code;U16;;;;;RW
2005;Safety_Version;U16;;;;;RW
2006;Factory_Reset;U16;;;1;255;RW
2007;Safety_Name1;ASCII;;;;;RW
2008;Safety_Name2;ASCII;;;;;RW
2009;Safety_Name3;ASCII;;;;;RW
200A;Safety_Name4;ASCII;;;;;RW
200B;Safety_Name5;ASCII;;;;;RW
200D;Commu_protocol_type;U16;;;;;RW
200E;Country_Code_flash;U16;;;;;RW
200F;Safety_Version_flash;U16;;;;;RW
2034;Remote_Download_Control_ex;U16;;;;;W
2035;Remote_Upgrade_Control_ex;U16;;;;;W
2036;Local_Upgrade_Control_ex;U16;;;;;W
2037;Local_Upgrade_Control2;U16;;;;;W
2038;Local_Upgrade_Status2;U16;;;;;R
2039;Upgrade_Total;U16;;;;;R
203A;Upgrade_Result_Table1;U16;;;;;R
203B;Upgrade_Result_Table2;U16;;;;;R
203C;Remote_Download_Control;U16;;;;;W
203D;Remote_Upgrade_Control;U16;;;;;W
203E;Local_Upgrade_Control;U16;;;;;W
203F;Local_Upgrade_Status;U16;;;;;R
2040;Upgrade_Time;U16;;;;;RW
2041;Upgrade_Time;U16;;;;;RW
2042;Upgrade_Time;U16;;;;;RW
2043;Upgrade_Time;U16;;;;;RW
2044;Upgrade_Time;U16;;;;;RW
2045;Upgrade_Time;U16;;;;;RW
2046 ;Upgrade_Result;U16;;;;;R
2047 ;Upgrade_Result1;U16;;;;;R
2048 ;Upgrade_Result_target;U16;;;;;W
2100;AddressMask_Plc_Info;U64;;;;;R
2101;;;;;;;
2102;;;;;;;
2103;;;;;;;
2104;PLC_Type;U16;1;;;;R
2105;PLC_Soft_Ver1 -- 15;ASCII;1;;;;R
2106;PLC_Soft_Ver1 -- 15;ASCII;1;;;;R
2107;PLC_Soft_Ver1 -- 15;ASCII;1;;;;R
2108;PLC_Soft_Ver1 -- 15;ASCII;1;;;;R
2109;PLC_Soft_Ver1 -- 15;ASCII;1;;;;R
210A;PLC_Soft_Ver1 -- 15;ASCII;1;;;;R
210B;PLC_Soft_Ver1 -- 15;ASCII;1;;;;R
210C;PLC_Soft_Ver1 -- 15;ASCII;1;;;;R
210D;PLC_Soft_Ver1 -- 15;ASCII;1;;;;R
210E;PLC_Soft_Ver1 -- 15;ASCII;1;;;;R
210F;PLC_Soft_Ver1 -- 15;ASCII;1;;;;R
2110;PLC_Soft_Ver1 -- 15;ASCII;1;;;;R
2111;PLC_Soft_Ver1 -- 15;ASCII;1;;;;R
2112;PLC_Soft_Ver1 -- 15;ASCII;1;;;;R
2113;PLC_Soft_Ver1 -- 15;ASCII;1;;;;R
2114;PLC_Sta_Net_State;U16;1;;;;R
2115;PLC_Cco_Mac;U16;1;;;;R
2116;;U16;1;;;;R
2117;;U16;1;;;;R
2118;PLC_Com_Property;U16;1;;;;RW
2119;PLC_Mac_Addr;U16;1;;;;RW
211A;;U16;1;;;;RW
211B;;U16;1;;;;RW
211C;PLC_BandChnl;U16;1;;;;R(W)
211D;PLC_TxPower;U16;1;;;;RW
211E;PLC_Whitelist_ExeType;U16;1;;;;RW
211F;PLC_WhitelistCount;U16;1;;;;RW
2120;PLC_Whitelist_StartAndCount;U16;1;;;;RW
2121;PLC_Whitelist0;U16;1;;;;RW
2122;;U16;1;;;;RW
2123;;U16;1;;;;RW
2124;PLC_Whitelist1;U16;1;;;;RW
2125;;U16;1;;;;RW
2126;;U16;1;;;;RW
2127;PLC_Whitelist2;U16;1;;;;RW
2128;;U16;1;;;;RW
2129;;U16;1;;;;RW
212A;PLC_Whitelist3;U16;1;;;;RW
212B;;U16;1;;;;RW
212C;;U16;1;;;;RW
212D;PLC_Whitelist4;U16;1;;;;RW
212E;;U16;1;;;;RW
212F;;U16;1;;;;RW
2130 ;PLC_Reset;U16;1;;;;W
4E20;VersionType;U16;;;0;1;RW
5000;addressmask_dcdc_sysinfo;U64;;;;;R
5001;;;;;;;
5002;;;;;;;
5003;;;;;;;
5004;dcdc_arm_to_inv_485_ver;U16;;;;;R
5005;dcdc_dsp_to_inv_can_ver;U16;;;;;R
5006;dcdc_arm_to_dsp_232_ver;U16;;;;;R
5007;dcdc_dsp_to_arm_232_ver;U16;;;;;R
5008;dcdc_arm_to_bms_can_ver;U16;;;;;R
5009;dcdc_dsp_to_bms_can_ver;U16;;;;;R
500A;dcdc_module_485_ver;U16;;;;;R
6000;AddressMask_PCU1;U64;;;;;R
6001;AddressMask_PCU1;U64;;;;;R
6002;AddressMask_PCU1;U64;;;;;R
6003;AddressMask_PCU1;U64;;;;;R
6004;PCU_Number;;;;;;R
6005;;;;;;;R
6006;;;;;;;R
6007;;;;;;;R
6008;;;;;;;R
6009;;;;;;;R
600A;;;;;;;R
600B;;;;;;;R
600C;;;;;;;R
600D;;;;;;;R
600E;;;;;;;R
600F;;;;;;;R
6010;PCU_ID;U16;;;;;R
6011;PCU_SN0 -- 9;ASCII;;;;;R
6012;PCU_SN0 -- 9;ASCII;;;;;R
6013;PCU_SN0 -- 9;ASCII;;;;;R
6014;PCU_SN0 -- 9;ASCII;;;;;R
6015;PCU_SN0 -- 9;ASCII;;;;;R
6016;PCU_SN0 -- 9;ASCII;;;;;R
6017;PCU_SN0 -- 9;ASCII;;;;;R
6018;PCU_SN0 -- 9;ASCII;;;;;R
6019;PCU_SN0 -- 9;ASCII;;;;;R
601A;PCU_SN0 -- 9;ASCII;;;;;R
601B;PCU_Software_Version1 -- 2;ASCII;;;;;R
601B;PCU_Software_Version1 -- 2;ASCII;;;;;R
601D;PCU_Hardware_Version;U16;;;;;R
601E;PCU_Can1_Version;U16;;;;;R
601F;PCU_Can2_Version;U16;;;;;R
6020;PCU_Work_State;U16;;;;;R
6021;PCU_Internal_Temperature;U16;1;?;;;R
6022;PCU_Radiator_Temperature1;I16;1;?;;;R
6023;PCU_Radiator_Temperature2;I16;1;?;;;R
6024;PCU_Warning1 -- 4;U16;;;;;R
6025;PCU_Warning1 -- 4;U16;;;;;R
6026;PCU_Warning1 -- 4;U16;;;;;R
6027;PCU_Warning1 -- 4;U16;;;;;R
6028;PCU_Fault1 -- 4;U16;;;;;R
6029;PCU_Fault1 -- 4;U16;;;;;R
602A;PCU_Fault1 -- 4;U16;;;;;R
602B;PCU_Fault1 -- 4;U16;;;;;R
602C;PCU_DC_High_Voltage;U16;0,1;V;0;;R
602D;PCU_DC_Low_Voltage;U16;0,1;V;0;;R
602E;PCU_Low_Current;I16;0,1;A;;;R
602F;PCU_Low_Power;I16;0,01;kW;;;R
6030;PCU_BusP;U16;0,1;V;;;R
6031;PCU_BusN;U16;0,1;V;;;R
6032;PCU_FC_Voltage1 -- 4;U16;0,1;V;;;R
6033;PCU_FC_Voltage1 -- 4;U16;0,1;V;;;R
6034;PCU_FC_Voltage1 -- 4;U16;0,1;V;;;R
6035;PCU_FC_Voltage1 -- 4;U16;0,1;V;;;R
6036;PCU_IL_Current1 -- 4;I16;0,1;A;;;R
6037;PCU_IL_Current1 -- 4;I16;0,1;A;;;R
6038;PCU_IL_Current1 -- 4;I16;0,1;A;;;R
6039;PCU_IL_Current1 -- 4;I16;0,1;A;;;R
6040;AddressMask_PCU2;U64;;;;;R
6041;AddressMask_PCU2;U64;;;;;R
6042;AddressMask_PCU2;U64;;;;;R
6043;AddressMask_PCU2;U64;;;;;R
6044;PCU_Inquire;U16;;;1;32;RW
6045;PCU_Remote_On_Off;U16;;;0;3;RW
6046;PCU_Max_Charge_Current;U16;0,1;A;0;65535;RW
6047;PCU_Max_Discharge_Current;U16;0,1;A;0;65535;RW
6048;K_Voltage_HVbus;U16;0,001;p.u.;950;1050;RW
6049;K_Voltage_Pbus;U16;0,001;p.u.;950;1050;RW
604A;K_Current_HV_Chg;U16;0,001;p.u.;950;1050;RW
604B;K_Current_HV_Dchg;U16;0,001;p.u.;950;1050;RW
604C;K_Voltage_LV;U16;0,001;p.u.;950;1050;RW
604D;K_Current_LV_Chg;U16;0,001;p.u.;950;1050;RW
604E;K_Current_LV_Dchg;U16;0,001;p.u.;950;1050;RW
6080;AddressMask_BDU1;U64;;;;;R
6081;AddressMask_BDU1;U64;;;;;R
6082;AddressMask_BDU1;U64;;;;;R
6083;AddressMask_BDU1;U64;;;;;R
6084;BDU_Number;U16;;;;;R
6090;BDU_ID;U16;;;;;R
6091;BDU_SN0 -- 9;ASCII;;;;;R
6092;BDU_SN0 -- 9;ASCII;;;;;R
6093;BDU_SN0 -- 9;ASCII;;;;;R
6094;BDU_SN0 -- 9;ASCII;;;;;R
6095;BDU_SN0 -- 9;ASCII;;;;;R
6096;BDU_SN0 -- 9;ASCII;;;;;R
6097;BDU_SN0 -- 9;ASCII;;;;;R
6098;BDU_SN0 -- 9;ASCII;;;;;R
6099;BDU_SN0 -- 9;ASCII;;;;;R
609A;BDU_SN0 -- 9;ASCII;;;;;R
609B;Software_Version_Stage_BDU;ASCII;;;;;R
609C;Software_Version_Major_BDU;ASCII;;;;;R
609D;Software_Version_Custom_BDU;ASCII;;;;;R
609E;Software_Version_Minor_BDU;ASCII;;;;;R
609F;BDU_Fault1;U16;;;;;R
60A0;BDU_Battery_Number;U16;;;;;R
60A1;TotalNum_PV;U16;1;;;;R
60A2;TotalNum_Battery;U16;1;;;;R
60A6;AddressMask_BDU2;U64;;;;;R
60A7;AddressMask_BDU2;U64;;;;;R
60A8;AddressMask_BDU2;U64;;;;;R
60A9;AddressMask_BDU2;U64;;;;;R
60AA;BDU_Inquire;U16;;;1;;RW
60AB;RatedPower_N_ID;U16;1;;255;;RW
60AC;RatedPower_N_PV;U16;1;;;;R
60AD;RatedPower_N_Battery;U16;1;;;;R
7000;Bis_707F_Text;ASCII;;;;;RW
9000;AddressMask_BMS1_System;U64;;;;;R
9001;;;;;;;
9002;;;;;;;
9003;;;;;;;
9004;BMS_Sys_Time;U32;;;;;R
9005;;;;;;;
9006;BMS_CAN_Version;U16;;;;;R
9007;BMS_Manufacture_Name0;U16;;;;;R
9008;BMS_Manufacture_Name1;U16;;;;;R
9009;BMS_Manufacture_Name2;U16;;;;;R
900A;BMS_Manufacture_Name3;U16;;;;;R
900B;BMS_Version;U16;;;;;R
900C;Cell_Type;U16;;;;;R
900D;BaPack_Number;U16;;;;;R
900E;Realtime_Capacity;U16;1;%;;;R
900F;Total_Voltage;U16;0,1;V;;;R
9010;Total_Current;U16;0,1;A;;;R
